scene_order	scene_id	phase	scene_title	record_order	id	english
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	56	203:$4EF0	Bubuyaro: It is almost as though the Magic Castle itself is alive...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	57	203:$4F12	Bubuyaro: These are the training grounds.<page><box>Bubuyaro: Train here to raise your level, then enter a dungeon at that same level.<page><box>Bubuyaro: It is a good idea to train here before entering a dungeon.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	58	203:$4F7E	Goto: Listen. Keep this between us...<page><box>Goto: The truth is...<page><box>Goto: I found a strange scrap of paper earlier.<page><box>Goto: It says something about a lottery...<page><box>Goto: Does that mean anything to you?<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	59	203:$4FEA	Goto: This is it...<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	60	203:$4FFB	Goto: Well? Did you figure anything out?<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	61	203:$5013	Goto: Speak to me anytime you want another look.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	62	203:$5032	Goto: We will hold them back somehow!<page><box>Goto: Hurry to Jahannam's Gate, <name>!!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	63	203:$506C	Goto: We will do our best<br>too!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	64	203:$507E	Goto: We are counting on<br>you!!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	65	203:$508D	Goto: There is nothing we can do right now.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	66	203:$50AF	Goto: Things will turn out badly at this rate...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	67	203:$50C6	Goto: Everyone in this town loves gossip.<page><box>Goto: Though I suppose I do too.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	68	203:$50FD	Goto: I hear a man named Zagan recently became the Lord's chief retainer...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	69	203:$5131	Hachi the Wanderer: I am going through the Gate.<page><box>Hachi the Wanderer: I want to rescue my friend!<page><box>Hachi the Wanderer: This time... I will do it!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	70	203:$517A	Hachi the Wanderer: Another SOS Password arrived...<page><box>Hachi the Wanderer: But I am hesitating.<page><box>Hachi the Wanderer: Do I truly deserve to rescue anyone after what I did...?<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	71	203:$51CE	Hachi the Wanderer: My friend was caught in an explosion right before my eyes...<page><box>Hachi the Wanderer: Ugh...<page><box>Hachi the Wanderer: And then... And then...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	72	203:$5209	Hachi the Wanderer: I...<page><box>Hachi the Wanderer: I...<page><box>Hachi the Wanderer: did something that can never be undone...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	73	203:$5234	Hachi the Wanderer: I received another SOS Password.<page><box>Hachi the Wanderer: I am off to rescue them! I cannot wait to put my skills to work!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	74	203:$5279	Hachi the Wanderer: Good thanked me earlier!<page><box>Hachi the Wanderer: He said he expects great things from<br>me!<page><box>Hachi the Wanderer: I was so happy my legs started<br>shaking!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	75	203:$52CE	Hachi the Wanderer: They say Good has scars all over his body.<page><box>Hachi the Wanderer: He must have risked himself to rescue others many times.<page><box>Hachi the Wanderer: I will rescue lots of people too and become a trusted Wanderer!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	76	203:$534E	Hachi the Wanderer: Pigeons carrying SOS Passwords keep arriving without end.<page><box>Hachi the Wanderer: I intend to rescue as many people as I can.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	77	203:$53A7	Hachi the Wanderer: When I first became a Wanderer, a rescue party saved me too...<page><box>Hachi the Wanderer: The one who rescued me was Good, right over there.<page><box>Hachi the Wanderer: I still remember that day clearly...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	78	203:$5432	Hachi the Wanderer: Why do I spend all my time rescuing people?<page><box>Hachi the Wanderer: I-It is not because I expect a reward!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	79	203:$5477	Hachi the Wanderer: My friend is calling for help!<page><box>Hachi the Wanderer: I must hurry!!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	80	203:$54A4	Higechiyo: Ho ho. This is the Training Dungeon.<page><box>Higechiyo: But it is not open yet. My apologies.<page><box>Higechiyo: Ho ho.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	81	203:$54EA	Higechiyo: Ho ho ho.<page><box>Higechiyo: This is the Training Dungeon.<page><box>Higechiyo: It returns you to Level 1 so you may retrain your body and spirit.<page><box>Higechiyo: You...<page><box>Higechiyo: You have fine<br>eyes.<page><box>Higechiyo: Master your own path.<page><box>Higechiyo: Now, what do you seek?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	82	203:$5569	Higechiyo: Ho ho ho.<page><box>Higechiyo: This is the Training Dungeon.<page><box>Higechiyo: It returns you to Level 1 so you may retrain your body and spirit.<page><box>Higechiyo: Even wounded and defeated, you still walk your own path...<page><box>Higechiyo: Very well...<page><box>Higechiyo: What do you seek?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	83	203:$55F7	Higechiyo: Ho ho ho.<page><box>Higechiyo: This is the Training Dungeon.<page><box>Higechiyo: It returns you to Level 1 so you may retrain your body and spirit.<page><box>Higechiyo: The light has not yet left your eyes.<page><box>Higechiyo: What do you seek?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	84	203:$566F	Higechiyo: Ho ho ho.<page><box>Higechiyo: This is the Training Dungeon.<page><box>Higechiyo: It returns you to Level 1 so you may retrain your body and spirit.<page><box>Higechiyo: What do you seek?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	85	203:$56C6	Higechiyo: Ho ho. I see.<br>Come again anytime.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	86	203:$56EB	Higechiyo: Hmm...<page><box>Higechiyo: I am afraid...<page><box>Higechiyo: Training with items is forbidden.<page><box>Higechiyo: Store them in the warehouse, then return when you are ready.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	87	203:$5762	"Higechiyo: Hoh?<page><box>Higechiyo: It seems you have never trained before...<page><box>Higechiyo: Let me see...<page><box>Higechiyo: I shall choose one for you.<page><box>Higechiyo: Hmm. How does this sound?<page><box>Higechiyo: ""<cF8>9<cF8>af"".<page><box>Higechiyo: What do you think?"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	88	203:$57D0	Higechiyo: Hoh!<page><box>Higechiyo: You refuse...<page><box>Higechiyo: Very well...<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	89	203:$57FC	Higechiyo: Set the difficulty of the dungeon where you wish to train.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	90	203:$5828	Higechiyo: Ho ho.<page><box>Higechiyo: Next, choose the number of floors.<br><hspace:0F><hspace:0F><hspace:0F><hspace:0F><hspace:0F><hspace:0F><hspace:0F><hspace:0F>f
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	91	203:$585B	Higechiyo: Hmm...<br>I am afraid that cannot be done.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	92	203:$587A	"Higechiyo: Ho ho.<br>Are you certain about ""<cF8>9<cF8>af""?"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	93	203:$589F	Higechiyo: Ho ho ho...<br>Then let the training...<page><box>Higechiyo: Hm?<page><box>Higechiyo: Ho ho ho.<page><box>Higechiyo: I know you feel uneasy, but you must go alone from here.<page><box>Higechiyo: A companion may tempt you to rely upon them.<page><box>Higechiyo: It will be too late once you lose your life.<page><box>Higechiyo: Be strict with yourself.<page><box>Higechiyo: Be kind to others.<page><box>Higechiyo: Do you<br>understand?<page><box>Higechiyo: Then let the training begin.<page><box>Higechiyo: Do not push yourself too hard.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	94	203:$597C	Higechiyo: Ho ho.<br>Then let the training begin.<page><box>Higechiyo: Do not push yourself too hard.
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	95	203:$59B1	"Higechiyo: You wish to train in the same dungeon as before?<page><box>Higechiyo: Ho ho.<br>Are you certain about ""<cF8>9<cF8>af""?"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	96	203:$59F9	"Higechiyo: Hm...?<br>It seems you received dungeon data through communication.<page><box>Higechiyo: Ho ho.<br>Are you certain about ""<cF8>9<cF8>af""?"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	97	203:$5A4B	"Higechiyo: Ho ho. Now then...<page><box>Higechiyo: Shall I explain training?<page><box>Higechiyo: Leave a Mysterious Dungeon once, and everything inside changes completely.<page><box>Higechiyo: But the Training Dungeon is special.<page><box>Higechiyo: Unless you change its settings, you may play the same dungeon again.<page><box>Higechiyo: In other words, the dungeon layout is<br>remembered.<page><box>Higechiyo: You can even remember where each item was found. Ho ho.<page><box>Higechiyo: When choosing a dungeon, select ""Same as Before"".<page><box>Higechiyo: You will enter the previous dungeon again.<page><box>Higechiyo: However...<page><box>Higechiyo: If you change the settings instead, those will be remembered from then on.<page><box>Higechiyo: Take care.<page><box>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	98	203:$5BF3	Ichipeba: What a relief.<page><box>Ichipeba: The truth is, I am in love with the Princess.<page><box>Ichipeba: Blush.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	99	203:$5C20	Ichipeba: Princess!!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	100	203:$5C30	Ichipeba: The Wanado Tournament is over, but you can still enter the dungeon.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	101	203:$5C5B	Ichipeba: The Wanado Tournament is over, but you can still enter the dungeon.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	102	203:$5C86	Ichipeba: The Trap Parts!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	103	203:$5C96	Ichipeba: I am helping with the town festival.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	104	203:$5CB1	Ichipeba: It is a full moon!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	105	203:$5CBF	Ichipeba: Th-The Magic<br>Castle!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	106	203:$5CCF	Ichipeba: I can see something like an aura around the Magic Castle.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	107	203:$5CEF	Ichipeba: These are the<br>dunes.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	108	203:$5D01	Ichipeba: All three of us cannot pass together!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	109	203:$5D1B	Kiko: You rescued the Princess! Thank you!<page><box>Kiko: I love you!!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	110	203:$5D40	Kiko: Please!<br>You have to rescue the Princess!!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	111	203:$5D5B	Kiko: I played with the Princess yesterday.<page><box>Kiko: We played tag, and she read me a book...<page><box>Kiko: The Princess was so kind.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	112	203:$5DB2	Kiko: Wow! What a beautiful flower!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	113	203:$5DC5	Kiko: I am glad the Lord is feeling better.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	114	203:$5DE3	Kiko: Do you think I could fight too?<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	115	203:$5DF7	Kiko: Ugh...<br>I would rather stay at Tonfan's place.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	116	203:$5E1A	Kiko: Oh, no.<page><box>Kiko: Let us try a little harder on our own.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	117	203:$5E41	Kiko: Obaba.<page><box>Kiko: What will happen to the Town of Ilpa?<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	118	203:$5E61	Kiko: No way.<page><box>Kiko: Even so, that cannot possibly be true.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	119	203:$5E80	Kiko: No way.<page><box>Kiko: Even with mysterious powers, that cannot possibly be true.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	120	203:$5EB0	Kiko: No way.<page><box>Kiko: Even with mysterious powers, that cannot possibly be true.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	121	203:$5EE0	Komaru: Leave the exchange of dungeon data to me.<page><box>Komaru: Ask me anything!
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	122	203:$5F0E	Komaru: You are stopping?<page><box>Komaru: Come back again.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	123	203:$5F27	Komaru: Which method should I explain?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	124	203:$5F3A	Komaru: Okay! Now then...<page><box>Komaru: I will explain Passwords.<page><box>Komaru: Have you ever wanted to show a friend the dungeon where you are training?<page><box>Komaru: A Password is one way to do that.<page><box>Komaru: I turn the dungeon you are currently exploring into a Password for you.<page><box>Komaru: Simply write it down and give it to your friend.<page><box>Komaru: Your friend brings the note to me and enters the Password. That is all!<page><box>Komaru: Easy, right?<page><box>Komaru: Make up different rules and it could be fun to play with friends!<page><box>Komaru: But do not misunderstand.<page><box>Komaru: Only the inside of the dungeon will be<br>identical.<page><box>Komaru: You will not actually enter the dungeon together.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	125	203:$60C5	Komaru: Okay!<page><box>Komaru: Now then...<page><box>Komaru: I will explain the Cable.<page><box>Komaru: Ever wished for an easy way to show a friend your training dungeon?<page><box>Komaru: That is exactly when the Cable comes in!<page><box>Komaru: Speak to me and follow the Cable procedure.<page><box>Komaru: In no time at all, your friend will receive the dungeon you are exploring.<page><box>Komaru: Then your friend can play an identical copy of that dungeon.<page><box>Komaru: Convenient, right?<page><box>Komaru: Make up different rules and it could be fun to play with friends!<page><box>Komaru: But do not misunderstand.<page><box>Komaru: Only the inside of the dungeon will be<br>identical.<page><box>Komaru: You will not actually enter the dungeon together.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	126	203:$626B	Komaru: Do you want to send dungeon data?<page><box>Komaru: Or receive it?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	127	203:$6294	"Komaru: You want to send dungeon data?<page><box>Komaru: Is the Link Cable connected?<page><box>Komaru: Is the other player ready?<page><box>Komaru: To receive your data, the other player must visit me too.<page><box>Komaru: Have them speak to me, select ""Cable"", then choose ""Receive"".<page><box>Komaru: Once you send the data, have them press the A Button immediately.<page><box>Komaru: Now, shall we send it?"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	128	203:$6370	Komaru: Huh...?!<br>I cannot connect.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	129	203:$638C	"Komaru: Okay!<page><box>Komaru: The dungeon data for ""<cF8>9<cF8>af"" reached the other player!<page><box>Komaru: Come see me again if you need anything.<page>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	130	203:$63DF	"Komaru: You want to receive dungeon data?<page><box>Komaru: Is the Link Cable connected?<page><box>Komaru: Is the other player ready?<page><box>Komaru: To send you data, the other player must visit me too.<page><box>Komaru: Have them speak to me, select ""Cable"", then choose ""Send"".<page><box>Komaru: When they send the data, press the A Button.<page><box>Komaru: Now, let us receive it!"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	131	203:$64B3	Komaru: Huh...?!<br>I cannot connect.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	132	203:$64CF	Komaru: It seems you cannot enter that dungeon yet.<page><box>Komaru: You need to advance the story a little further. Keep trying!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	133	203:$6518	"Komaru: Here it comes!<page><box>Komaru: The dungeon data for ""<cF8>9<cF8>af"" has arrived!<page><box>Komaru: Select ""Same as Before"" when choosing a dungeon to play it!<page><box>Komaru: One more thing...<page><box>Komaru: If you select another dungeon, you will lose this one. Be careful!<page>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	134	203:$65B5	Komaru: Enter a Password you received?<page><box>Komaru: Or view the Password for your own dungeon?
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	135	203:$65EC	"Komaru: Huh?<page><box>Komaru: You have never trained before.<page><box>Komaru: But do not worry! I will choose one for you.<page><box>Komaru: Let me see...<page><box>Komaru: How about this?<page><box>Komaru: It says ""<cF8>9<cF8>af"".<page><box>Komaru: The Password is...<page><box>Komaru: ""<cF8>3"".<page><box>Komaru: Write it down.<page>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	136	203:$6687	"Komaru: Oh...<br>You received dungeon data through communication.<page><box>Komaru: That dungeon is<br>""<cF8>9<cF8>af"".<page><box>Komaru: The Password is...<page><box>Komaru: ""<cF8>3"".<page><box>Komaru: Write it down.<page>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	137	203:$66EF	"Komaru: Let me see...<br>The dungeon you last entered was ""<cF8>9<cF8>af"".<page><box>Komaru: The Password is...<page><box>Komaru: ""<cF8>3"".<page><box>Komaru: Write it down.<page>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	138	203:$6739	Komaru: Okay. Now enter the Password.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	139	203:$675B	"Komaru: Here it comes!<page><box>Komaru: The dungeon data for ""<cF8>9<cF8>af"" has arrived!<page><box>Komaru: Select ""Same as Before"" when choosing a dungeon to play it!<page><box>Komaru: One more thing...<page><box>Komaru: If you select another dungeon, you will lose this one. Be careful!<page>"
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	140	203:$67F8	Komaru: That Password appears to be wrong. Try entering it again.<page><box>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	141	203:$6820	Komaru: It seems you cannot enter that dungeon yet.<page><box>Komaru: You need to advance the story a little further. Keep trying!<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	142	203:$6869	Koppa: We came all this way. Let us look around a little more.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	143	203:$688B	Wanda: Are you looking for a woman named Oryu?<page><box>Wanda: I saw her heading toward the dunes.<page>
68	town_npcs_mid	town_dialogue	Mid-story town NPC states	144	203:$68C9	Now is not the time to<br>fight!<page><box>Oryu is waiting on the hill overlooking the Magic<br>Castle!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	1	203:$69A4	Roku the Wanderer: I will rescue lots of people and become famous too!!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	2	203:$69CA	Sabu the Wanderer: How many people have you rescued so far?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	3	203:$69E9	Sachi: Good morning!<page><box>Sachi: You have not eaten breakfast yet, have you?<page><box>Sachi: Take your time.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	4	203:$6A10	Sachi: <name>.<br>Please take care of Ateka...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	5	203:$6A2B	Sachi: Are you all right, my Lord?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	6	203:$6A44	Sachi: Master Gaibara could simply go fetch it himself.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	7	203:$6A66	Sachi: Congratulations on winning!<page><box>Sachi: I knew you could do it, <name>!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	8	203:$6A85	Sachi: Good morning!<page><box>Sachi: My father announced the Wanado Tournament, remember?<page><box>Sachi: He becomes a different person when he is<br>announcing...<page><box>Sachi: Anyway, do your best in the Wanado Tournament!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	9	203:$6AF8	Sachi: I love having flowers decorating the shop.<br>La-la-la.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	10	203:$6B19	Sachi: Pekeji does nothing but eat...<page><box>Sachi: Has he ever considered doing some work for a<br>change?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	11	203:$6B58	Sachi: We will defend the Town of Ilpa!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	12	203:$6B73	Sachi: We will defend the Town of Ilpa!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	13	203:$6B8E	Sachi: The Lord looks like he is in terrible pain...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	14	203:$6BA9	Sachi: It is already night, so we are closing the shop.<page><box>Sachi: Cleaning up is hard work too.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	15	203:$6BCF	Sachi: He still has not recovered.<page><box>Sachi: I hope he will be all right...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	16	203:$6BEF	Sachi: Poor thing...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	17	203:$6BFE	Sachi: Do your best!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	18	203:$6C0B	Sachi: What happened to Pekeji?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	19	203:$6C1C	Sanpeba: What a relief.<page><box>Sanpeba: The truth is, I am in love with the Princess!<page><box>Sanpeba: B-B-B-Blush!!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	20	203:$6C4E	Sanpeba: Priiiiiinceeeeeesssss!!!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	21	203:$6C71	Sanpeba: I wonder what lies at the very bottom of this place?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	22	203:$6C95	Sanpeba: I wonder what lies at the very bottom of this place?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	23	203:$6CB9	Sanpeba: The Trap<br>Paaaaarts!!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	24	203:$6CDB	Sanpeba: I am helping too.<page><box>Sanpeba: Though in the end, all I do is watch.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	25	203:$6D04	Sanpeba: The full moon and the Magic Castle.<page><box>Sanpeba: Somehow, they are making me hungry.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	26	203:$6D27	Sanpeba: The Magic Caaaaastle!!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	27	203:$6D3A	Sanpeba: Looking at that somehow fires us up too.<page><box>Sanpeba: Raaah!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	28	203:$6D65	Sanpeba: Standing solemnly in a row of three like this makes me feel focused.<page><box>
69	town_npcs_late	town_dialogue	Late-story town NPC states	29	203:$6D94	Sanpeba: And we are the three Peba brothers.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	30	203:$6DB2	Sanpeba: I-It is cramped! Move over!<page><box>
69	town_npcs_late	town_dialogue	Late-story town NPC states	31	203:$6DCC	Sanpeba: And we are the three Peba brothers.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	32	203:$6DEA	Sara: I am so glad the Princess is safe!<page><box>Sara: Thank you so much, <name>.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	33	203:$6E19	Sara: The Princess must be deep underground among the monsters by now...<page><box>Sara: Oh, I am so worried.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	34	203:$6E49	Sara: I must thank the Princess next time I see<br>her.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	35	203:$6E67	Sara: What a cute little<br>puppy.<page><box>Sara: Have you decided to keep it at Tonfan's place?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	36	203:$6E95	Sara: <name>!<br>Please help us!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	37	203:$6EAA	Sara: A woman headed toward the dunes a moment ago.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	38	203:$6ECE	Sara: Hey!<br>Do not say that in front of Mother.<page><box>Sara: Though it is true...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	39	203:$6F09	Sara: I have heard nasty rumors about the Princess lately...<page><box>Sara: But I cannot imagine her doing such things.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	40	203:$6F4F	Sara: Since it became the Magic Castle, even we desert folk have not been inside.<page><box>Sara: They say all sorts of things, such as that anyone who enters can never leave.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	41	203:$6FB8	Sara: The food here truly is delicious.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	42	203:$6FD5	Sara: This town has a restaurant called Tonfan.<page><box>Sara: The food there is delicious. You really must stop by.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	43	203:$7024	You cannot bring items into this dungeon.<page><box>Store or discard your items before challenging it.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	44	203:$706B	Shiro the Wanderer: The person I rescued sent me a Thank-You Password.<page><box>Shiro the Wanderer: Tch! What a pain.<page><box>Shiro the Wanderer: Such a pain...<page><box>Shiro the Wanderer: Heh...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	45	203:$70C0	Shiro the Wanderer: That fellow Hachi has completely fallen apart.<page><box>Shiro the Wanderer: Rescuing people is not easy, you know.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	46	203:$7108	Shiro the Wanderer: I hear Hachi's friend was caught in an explosion.<page><box>Shiro the Wanderer: It was not deliberate, but he still seems torn up about it.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	47	203:$716B	Shiro the Wanderer: I guess being thanked by someone is not so bad...<page><box>Shiro the Wanderer: Oh...<page><box>Shiro the Wanderer: I-Idiot! I was only joking!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	48	203:$71D2	Shiro the Wanderer: Oww... That blasted Minotaur...<page><box>Shiro the Wanderer: Oh? It is you.<page><box>Shiro the Wanderer: Wh-What?! I was not rescuing anyone!<page><box>Shiro the Wanderer: I only wanted the reward!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	49	203:$724C	Shiro the Wanderer: The man at that counter told me to keep doing my best.<page><box>Shiro the Wanderer: But I hate pain and scary things...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	50	203:$729F	Shiro the Wanderer: Say...<br>Do you know an easy way to rescue people?<page><box>Shiro the Wanderer: Pushing yourself is exhausting,<br>right?<page><box>Shiro the Wanderer: And I hate getting hurt.<page><box>Shiro the Wanderer: Ah, I want some Meat.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	51	203:$7318	Shiro the Wanderer: The man at that counter is always so intense.<page><box>Shiro the Wanderer: Why is he constantly worked up?<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	52	203:$735A	Shiro the Wanderer: I try to rescue all sorts of people...<page><box>Shiro the Wanderer: But it never works out.<page><box>Shiro the Wanderer: What am I doing wrong...?<page><box>Shiro the Wanderer: Maybe bare hands are not enough...<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	53	203:$73C5	Shiro the Wanderer: How many people have you rescued?!<page><box>Shiro the Wanderer: I have not rescued anyone yet.<page><box>Shiro the Wanderer: That Hachi fellow over there seems to have rescued quite a few.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	54	203:$7422	Shiro the Wanderer: I hear you receive a reward for a successful rescue.<page><box>Shiro the Wanderer: That is why I decided to try it myself.<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	55	203:$7472	Shizu: I love you!!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	56	203:$7481	Shizu: I am begging you too. Please save the Princess!<page>
69	town_npcs_late	town_dialogue	Late-story town NPC states	57	203:$74A1	Shizu: The Princess is a good person.<page>
